job_title,company_name,company_location,seniority_level,employment_type,job_description
Software Engineer,Legna Software,"Winston-Salem, NC",Entry level,Full-time,"Applicants will only be considered if both (1) you are already eligible to work in the United States, and (2) you will be able to physically work in Winston-Salem, North Carolina.Legna Software, LLC is seeking a Software Engineer to join the R&D team. He/she will work closely with the CTO and other senior members of the R&D team to aid in designing & developing solutions to complex problems and will be expected to learn, at a rapid rate, new skills in architecture, design, development & testing functions and methodologies. You will work on a collaborative agile development team and help with development tasks contributing to the quantitative and qualitative outputs of the team. An open mind to various technology stacks, along with aptitude and desire for learning is a must-have quality for this position. Legna provides supply chain and inventory management software solutions to timber service, logging procurement and sawmill operations throughout North America.Key Attributes/experiences For The Successful CandidateBS in Computer ScienceGood CS foundationsExcellent communication skills in English (both written & spoken)Strong interpersonal and teamwork skillsGood time management skillsAbility to receive and learn from constructive criticism and feedbackPrior team workExperience in multiple stacksFamiliarity with tooling and source controlCompensation: Legna offers a competitive compensation package including a competitive salary, 401K, medical, dental and life insurance, and paid vacation/holidays."
"Junior Software Engineer, Backend",Backbone,"Atherton, CA",Not Applicable,Full-time,"Backbone is looking for a talented junior backend engineer. A backend engineer is responsible for building features, tools, and new experiences for the Backbone application. You will work with other members of the backend team, the client team, data science, product, and many others to turn ideas into reality. You will be critical to delivering on initiatives that will provide the best experience to users who want to get the best mobile game controller on the market.You will get to help influence the product roadmap for the software initiatives. Use modern technologies and help drive the technical roadmap to ensure Backbone has an awesome codebase.This is a hybrid position. Join us in the office in Seattle, WA or Atherton, CA once a week (partial in-person required, relocation offered).ResponsibilitiesDevelop, architect, and ship new features and tools for our application and other services. Build elegant and maintainable code, writing automated tests to enable us to move fast and deliver quality. Ensure code quality and maintainability by implementing best practices, performing code reviews, and establishing automated testing frameworks. Collaborate with cross-functional teams to translate business requirements into technical specifications and ensure seamless integration of APIs for our client teams. Research new technologies and tooling to help improve our backend stack. Play a pivotal role in migrating our backend services from Node.js to Go. Qualifications1-3 years of experience in software developmentExperience with Go or TypeScriptStrong computer science and software engineering fundamentalsUnderstanding of distributed systems and cloud architectures with an understanding of their strengths and weaknessesExperience with modern software development practices, version control systems, and agile methodologiesBonus pointsExperience building GraphQL servicesDirect experience with Google Cloud Platform or AWS"
Software Engineer (Front End),Richmond National,Greater Richmond Region,Associate,Full-time,"Title: Software Engineer (Front End)Location: On-site in Richmond, VA (No remote option) Job Description: We are seeking a Software Engineer skilled in web technologies, web frameworks, and programming languages such as Java and Python, who will be responsible for designing, developing, and maintaining multi-tiered enterprise applications. Strong understanding of UI/UX standards required. QualificationsExperience developing with Web technologies (JavaScript, TypeScript, CSS, HTML) and modern Web frameworks (Angular and/or React)Familiarity in both client and server-side JavaScript utilizing NodeJSExperience implementing UI/UX standards across an organizationFamiliarity with other programming languages (Python and/or Java) preferredProficiency in using SQL and NoSQL databases for use within web applicationsProficiency building scalable enterprise applications with an Agile and DevOps mindsetUnderstanding of principles around containerized and non-containerized apps in AWS cloudPassion to mentor and provide technical best practices to other development resourcesDemonstrated proficiency communicating both written and verbal application concepts at an appropriate level of detail to technical peers, business users, and managementFamiliarity with CI/CD tools such as GitHub Actions or GitLab, and building CI/CD pipelines for building, testing, and deploying applicationsInsurance or Financial enterprise experience preferredResponsibilitiesWork directly with Enterprise Architect and Development team members to develop, maintain, and improve modern enterprise applications in a multi-tiered Cloud environment.Provide comprehensive and ongoing guidance, tools, and solutions to support both internal and external clients.Work with senior leadership and present solutions to internal stakeholders across the businessMentor junior resources and provide continuous training to improve technical expertise for the development and agile teams.Bring modern technologies and trends into the company to support business process improvements and improve productivity of our users and clients."
Software Engineer - Front End (React),"Lowe's Companies, Inc.","Charlotte, NC",Entry level,Full-time,"The Homepage MyRedVest group designs, builds, and maintains applications that allow our store, contact center and corporate associates to get their jobs done more efficiently and effectively. In this specific role, we are looking for an engineer to work with a variety of front end, including mobile, and backend technologies to join a growing team to create new applications as well as maintain and improve existing apps across our portfolio.We are seeking a skilled Front-End Developer to join our dynamic team. We are building a hybrid UI that uses React for the desktop, incorporates multiple Micro Frontends (MFE), and the same web view will be used in Android applications. If you are passionate about creating seamless user experiences across platforms and have the technical expertise to bring our vision to life, we would love to hear from you.What You’ll DoDevelop and maintain front-end applications using React. Implement and manage multiple micro frontends (MFEs) within a single application. Ensure the hybrid UI functions seamlessly across both desktop and Android platforms. Collaborate with back-end developers, designers, and other team members to create cohesive and high-performing applications. Optimize front-end performance and ensure cross-platform compatibility. Troubleshoot and debug issues, ensuring timely resolution and minimal impact on users. Stay updated with the latest industry trends and technologies to ensure our applications remain cutting-edge. Who You AreA software engineer already familiar with some of the front end (AND backend technologies) listedOR a software engineer, familiar with some of the front end listed AND you are eager and excited to learnDemonstrated the ability to deliver quality, well-documented codePerform peer reviews and provide technical guidance to your team as neededDemonstrate software solutions to business/product stakeholdersQualificationsProven experience with React and component-based architecture. Strong understanding of hybrid UI development and cross-platform compatibility. Experience with micro frontend architecture and integrating multiple MFEsProficiency in HTML, CSS, and JavaScript. Experience with RESTful APIs and asynchronous programming. Ability to optimize front-end performance and enhance application speed and efficiency. Strong problem-solving skills and the ability to collaborate effectively with cross-functional teams. Familiarity with Android development is a plus. Knowledge of CI/CD pipelines and deployment processes is a plus. Where You’ll BeLowe’s supports a 2-day work from Office concept where it is possible to work from Home the remaining days of the weekMost meetings are planned around the Eastern time zoneAssociates are encouraged to relocate to the Charlotte region to foster collaboration and facilitate improved testing and supportLowe’s is an equal opportunity employer and administers all personnel practices without regard to race, color, religious creed, sex, gender, age, ancestry, national origin, mental or physical disability or medical condition, sexual orientation, gender identity or expression, marital status, military or veteran status, genetic information, or any other category protected under federal, state, or local law.Pay Range for CA, CO, HI, NJ, NY, WA: $75,300.00 - $143,100.00 annually Starting rate of pay may vary based on factors including, but not limited to, position offered, location, education, training, and/or experience. For information regarding our benefit programs and eligibility, please visit https://talent.lowes.com/us/en/benefits."
Software Engineer 1,Open Systems Inc.,"Irvine, CA",Entry level,Full-time,"Job Title: Software Engineer 1Duration: 3 to 6 Months Contract Location: Irvine CA 92612Detailed Job Description:Job Summary:Assist in the development, testing, release, and integration efforts of software and hardware associated activities.Major Responsibilities: Hardware and software integration of new and/or existing systems, functions and LRUs designed by the Development Engineering and the Software Development groups. Integration test of LRU and system functionality. Ensure all testing is properly documented and submitted. Responsible for the integration and maintenance of a test rack configuration with regards to the systems installation. Software and system testing of all In-flight Entertainment (IFE) functionality for existing systems. Participated in the design and development of all IFE system functionality. Participate in all efforts in the testing and regression testing of software phase releases. Assist and support all engineering efforts company wide as required. Assist in developing test plans and procedures to validate system requirements. Troubleshoot problems reported for all Panasonic Avionics IFE products. Focal point for software development, integration and problem investigation for all assigned equipment and systems. Assist in troubleshooting and analyzing root cause of any system anomalies/discrepancies in hardware and/or software. Additional Job Details:Knowledge/Skill Requirements:A technical background in development and test. Familiar with Unix and Linux OS. Basic understanding of systems administrator capabilities and command language for Linux is preferred. Ability to plan engineering activities to perform tasks. Learn to use professional concepts and apply company policies and procedures to resolve routine issues. Generally, applies existing practices and procedures in analyzing situations or data. Possess solid writing and communication skills. Ability to effectively communicate in English, in person and on the phone. Proficiency with Microsoft Office products.Education/Experience Requirements:Bachelor of Science Degree in Computer Sciences, Computer Engineering, Electrical Engineering or Software Engineering, or equivalent experience. 0-3 years’ experience in software/system engineering development and/or software/hardware testing. IFE and/or Avionics industry experience is preferred. Other Requirements:Ability to lift to 25 pounds. Most time spent at test rack (75%) which includes standing, lifting, bending, twisting and stooping.Education/Experience Requirements:Bachelor of Science Degree in Computer Sciences, Computer Engineering, Electrical Engineering or Software Engineering, or equivalent experience. 0-3 years’ experience in software/system engineering development and/or software/hardware testing. IFE and/or Avionics industry experience is preferred.Other Requirements:Ability to lift up to 25 pounds. Most of the time spent at test rack (75%) which includes standing, lifting, bending, twisting and stooping.Who We Are:Open Systems Inc. (OSI) was founded in 1994 to provide information technology solutions and staffing services to large and mid-size companies across the U.S. Our corporate office is located at 6495 Shiloh Road, Ste 310 Alpharetta, GA 30005. We provide a full range of staffing services including contract, contract-to-hire, and direct hire solutions. Our technical recruiting experts are experienced in technical screening, candidate sourcing, and behavioral interviewing techniques. They focus on providing candidates who match your technical requirements and fit seamlessly into your company culture.Contact Open Systems, Inc. anytime by website, phone or email. We look forward to hearing from you!!"
Software Engineer,Interclypse,"Reston, VA",Entry level,Full-time,"DescriptionSeeking engineers to grow their knowledge and further their careers. Interclypse has numerous software development openings ranging from full stack developers to dedicated frontend and backend developers.RequirementsInterclypse provides a uniquely cultivating environment where mentorship and continued learning create extraordinary professionals. Our goal is to empower our talent by putting you in the driver’s seat of your career.Software Engineering candidates have experience working in team environments, building software solutions for customers, and are looking to take their careers to the next level. Familiarity with the following tech stacks below is great but not a requirement.Our Tech StackJava/JavaScriptSpring FrameworkReact/React Native/VueJS/EmberJSLinux/Windows/MacOSMongoDBC#/JavaScriptASP.NET/.NET CoreReactWindowsMSSQL/MongoDBOur favorite candidates are resilient problem solvers, cooperative teammates, and passionate innovators.Why You Might Like This JobYou’re tired of working for a massive organization.You want to work for an established company that values your stable career.You want to work with a team that loves their job and making cool stuff.You want to be part of a team focused on making a positive impact.You want to grow your skills in management or work toward becoming an expert.You want to have the option for career mentorship, both in technology and in business.You value a company with a strong culture of growth and supportBenefitsEmployee Impact Program. Every employee has the opportunity to define and get rewarded for their contributions they can make toward the long-term health of the company, customer, and employee. This program in combination with our comprehensive time off and leave programs allow you to design a career and compensation program that enables near infinite flexibility while ensuring both company, customer, and individual health and prosperity.Comprehensive time off and leave programs:31 Days (248 hours) of Paid Personal Time Off (PTO) for any vacation, holidays, illnesses, and birthdaysParental Leave: 40 HoursBereavement Leave: 24 hours.Military Reserve Leave (up to 80 hours, see employee handbook for details).Jury Duty Leave 16 hours.Retirement: Unlimited 401K match up to 8% of your salary up to the federal maximumHealth Insurance (Medical, Dental, Vision): Premium is 100% company paid (contact us for specific plan details).Health Savings Account (HSA): Interclypse contributes $750 for individuals and $1500 for familiesVision InsuranceDental Insurance includes orthodontics coverageLife InsuranceAccidental Death and Dismemberment InsuranceDisability: Short-term and long-term disability coverageEducational support: reimbursement up to the federal max of $5,250Company apparel: $200 for company apparel each yearSocial events: Holiday Party, Spring Picnic, Fall Picnic, happy hours and moreInterclypse isn’t your typical company. We strive to have a positive & transformational impact on our community, our industry, and individuals. We keep this focus through our motto: ""Doing What is Right"". Apply today to see how you can join our winning team and start down the career path that’s right for you!EOE AA M/F/Vet/DisabilityInterclypse is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.Related terms and topics: Java, Software Development, Computer Programming, Software Engineering, C++, Design Patterns, Enterprise Integration Patterns"
Software Engineer (Front End),TCN,"St George, UT",Entry level,Full-time,"TCN is looking for a Software Engineer (Front End) to join our team in our St. George, Utah office. The Software Engineer (Front End) participates in the design, development, testing, and maintenance of the TCN software platform. These responsibilities include but are not limited to designing and developing products and features, unit testing, code reviews, resolving defects encountered during the quality assurance (QA) cycle, supporting the production environment, and assisting other developers in a team environment utilizing agile processes. The ideal candidate will have a bachelor’s degree in computer science, information technology, information systems, or relevant, demonstrated industry experience. They also should previous internship or experience developing web applications with JavaScript, React, TypeScript, or other front-end programming languages. The Software Engineer would have experience comparable to zero (0) to three (3) years of work experience. Responsibilities – Collaborates as a member of an agile team to enhance and improve software using modern front-end technologies that meet the needs of our clients; this includes design, development, testing, rollout, and maintaining features Delivers high quality, sustainable, and maintainable code ; designs and presents projects to improve current processes and the overall platform Writes, performs, and maintains unit, integration, and acceptance tests ; creates automation to ensure quality Ensures successful completion of projects by leveraging resources and team; contributes to team-maintained continuous deployment pipeline Assists with identification, analysis, and resolution of production-related issues in a timely manne Participates in collaborative code reviews with senior engineering team members Provides mentorship to interns and new team members a nd learns from direct collaboration and open discussion of ongoing work Participates in Continuous Integration/Continuous Delivery of cloud-based software using agile development practices Qualifications – Bachelor’s degree in computer science, information technology, information systems, or relevant, demonstrated industry experience Previous internship or experience developing web applications with JavaScript, React, TypeScript, or other front-end programming languages (comparable to zero (0) to three (3) years of work experience) Experience working in and using typical Linux toolbox of open-source software and management tools SkillsKnowledge and understanding of front-end architecture, design, and principles; software design and principles; distributed version control/code versioning tools (i.e., Git); and RPC mechanisms Understanding of client-server APIs (prefer experience with Amazon Web Service, Google Cloud Platform, or Azure); user interface (UI)/user experience (UX) design; databases (SQL and NoSQL); performance troubleshooting; and parallel programming Familiarity with CSS, PHP, and PhotoShop Excellent attention to detail; ability to work accurately and to identify, analyze, prevent, and solve problemsAbility to think critically and creatively in developing solutions to challenges; strong analytic, problem solving, and collaboration skills Veracious learner: appreciates the opportunity to use latest technologies responsibly and understands when and how to use it Ability to adapt to various competing demands, meet tight deadlines, and excel in a dynamic, fast-paced environment with many simultaneous projects Ability to exercise independent judgement in methods, techniques, and evaluation criteria for obtaining innovative solutions Excellent communication skills, both oral and written; ability to adapt message/style to fit audience (i.e., ability to communicate technical concepts to a non-technical audience) Strong people skills with the ability to work with all levels of management and employees; ability to gain credibility, provide effective customer service, and foster positive working relationships with internal and external stakeholdersUnquestioned integrity and ethics with a confident but well-grounded approach to doing work About TCNTCN is a fast-growing technology company and provides all its services over the internet in a cloud-based software-as-a-service model. TCN's technology stack and culture are positive and forward-thinking. When you join TCN, you are joining a dedicated team of professionals. Employees often describe our culture as friendly, collaborative, flexible, and fast-paced. To learn more, visit our website . Our benefits include:Medical Insurance (HDHP with HSA) Dental Insurance Vision Insurance Life Insurance401k with employer match Competitive salary Paid time offPaid holidays (11 scheduled) Weekly lunches; free drinks and snacks Casual dress and flexible work environment Additional InformationCandidates must be fully authorized to work in the United States. TCN is not able to offer visa transfer/sponsorship for this role. TCN does not accept unsolicited resumes from individual recruiters or third party recruiting agencies in response to job postings. No fee will be paid to third parties who submit unsolicited candidates directly to our hiring managers or HR team. All candidates must be submitted via our Applicant Tracking System by approved recruiting partners.Powered by JazzHR"
Software Engineer,Microsoft,"Hillsboro, OR",Not Applicable,Full-time,"The Azure platform needs to meet the performance demands of Azure, Microsoft's cloud services, and server application developers. Azure and Edge Performance team works on the performance of core Azure components and services. We are responsible for understanding and improving performance end-to-end to help product teams reach performance and efficiency goals for key Azure scenarios. Cross-team collaboration is core to how the team operates.We are looking for a Software Engineer to carry out automation and infrastructure development for performance coverage and analysis for workloads and scenarios in the cloud. The position provides opportunities for making an impact on high-growth areas critical for Microsoft, for learning about cloud services and infrastructure, operating systems, performance engineering methodology, workloads design and implementation, and for collaborating and learning from upper-level performance engineering talent.Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.In alignment with our Microsoft values, we are committed to cultivating an inclusive work environment for all employees to positively impact our culture every day.ResponsibilitiesCreating, implementing and/or onboarding workloads, automation and performance experiments to cover end-to-end cloud scenarios.Defining, enhancing and implementing the next generation of instrumentation, tools and capabilities to generate performance data in cloud environments.Using telemetry and results of performance experiments to enable performance analysis and insights, and to identify opportunities for improvement.Partnering with stakeholders to measure, analyze, and optimize platform performance for key cloud scenarios.Embody our Culture  & Values. QualificationsRequired QualificationsBachelor's Degree in Computer Science, or related technical discipline with proven experience coding in languages including, but not limited to, C, C++, C#OR equivalent experience.Experience with implementing OS or server-side software components.Other RequirementsAbility to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings: Microsoft Cloud Background Check:This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter.Preferred QualificationsExperience with industry-standard benchmark software suits such as SPEC and TPC.Experience with server hardware or software performance measurements, analysis and tuning.Experience with popular server and cloud observability tools.Experience with cloud infrastructure development.Experience with data warehousing, ETL workloads, SQL or similar programming languages.Software Engineering IC2 - The typical base pay range for this role across the U.S. is USD $81,900 - $160,200 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $105,600 - $174,600 per year.Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-payMicrosoft will accept applications for the role until June 5, 2024.Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations."
Junior Software Engineer,Dezign Concepts,"McLean, VA",Mid-Senior level,Full-time,"20240521-1826-01Active Top Secret Clearance with Poly RequiredSalary Range: Up to $110K (salary is commensurate with education and experience)Please Note:This job requires an existing Top Secret Clearance and Polygraph.Experience Needed:Citizenship: Must Be a US CitizenExisting Clearance Required: Active Top Secret SCI with PolyDemonstrated experience developing custom web applications tailored to mission needsDemonstrated experience working within Linux environmentsDemonstrated experience deploying applications using Amazon web services, cloud infrastructure to include EC2, ECR, RDS, Lambda, S3, Cloud Formation and KMSDemonstrated experience with Python for data extraction and transformationDemonstrated experience using Javascript and CSS for application developmentDemonstrated experience with modern web development frameworks including Angular and Node.jsDemonstrated experience using REST web servicesDemonstrated experience in deploying and maintaining high-availability for relational and document-based solutions such as PostgreSQL and Elastic SearchDemonstrated experience successfully building and deploying applications to serve and process large volumes of dataDemonstrated experience in data governance best practices on data sourcing and data compliance managementOptional SkillsDemonstrated experience managing network topologies (VPNs, subnets), traffic routing, and firewallsDemonstrated experience performing database administration to include standing up new databases, configuration, user administration, and scripts to backup, restore dev, test, and prod database instancesDemonstrated experience with the Sponsor’s organization or missionDemonstrated experience in Sponsor’s enterprise capabilities and how to utilize them in delivering modern technology solutionsDemonstrated experience interacting with Sponsor’s authentication services and PKI certificatesDemonstrated experience with Sponsor’s A&A process and supporting systemsDemonstrated experience addressing big data problem sets such as entity resolution, text analytics, pattern of life, and social network analysisBachelor’s degree in Computer ScienceBenefitsOur comprehensive benefits package includes Medical, Dental, Vision, Health Savings Account, Paid Time Off, Holidays, Social Events, Employee Assistance Program, Team Building Activities, 401K, Tuition Assistance, and more.Contact Us: Main Number: 1-888-663-2690 |Dezign Concepts provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.Powered by JazzHRfxkePAaczk"
Software Engineer 1,PayPal,"Chicago, IL",Not Applicable,Full-time,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.Job Description Summary:At PayPal, we’re literally reinventing how the world pays and gets paid. We understand that it’s about people. We connect individuals to let them shop, get paid, donate and send money using today’s technology with the confidence that comes from the security and control PayPal enables. Are you ready to help us change the world? The world’s leading payments company, PayPal, brings together a family of brands that are revolutionizing the way people move money. At PayPal you will be immersed in an amazing community with a vibrant culture that thrives on innovation, collaboration, inclusion and wellness. Software Engineers at PayPal develop innovative solutions and high-quality products that touch millions of people every day around the globe. Our engineers solve some of the most complex technical problems in the world of connected payments across all business units, including PayPal, Braintree, Venmo, Paydiant and others. We are looking for the highest levels of technical talent and programming skills, as well as a keen desire to deeply understand our products and services to push our technology forward with respect to functionality, performance, reliability, and scalability. You’ll work alongside the best and the brightest engineering talent in the industry. We have opportunities in a wide range of areas including development, design, search, platform, test, quality, big data, front end and back end. As a core participant of your team, you’ll estimate engineering efforts, design your changes, implement and test your changes, push to live, and triage production issues. You need to be dynamic, collaborative, and curious as we build new experiences, improve existing products, and develop distributed systems powering the world’s largest e-commerce and payments websites at a scale only a few companies can match.Job Description:As a Software Engineer 1, you will assist in the implementation and management of technology-based business solutions based on Cloud Services to improve our clients’ delivery approach. You will be analyzing and implementing configuration changes and assisting in the design of cloud related solutions to meet both functional and technical requirements.Responsibilities:Supporting the technical design process by participating in the analysis of technical requirements.Assisting in the implementation of analyses that will identify requirements related to processes & technology.Participating in execution and documentation of cloud implementations.Utilizing cloud tools to standardize and automate infrastructure deployment and management activities.Assisting in the Development of cloud technology roadmaps, provide technical advice and solutions to address customer requirements.QualificationsBachelor's degree in Computer Science, Information Technology, or equivalent experienceExcellent communication skills verbal & written to be able to communicate with IT teams and departments, end users and customersA passionate techie, who loves solving customer problems with cutting-edge technology.A demonstrable interest and desire to work in technologyCustomer centric, passionate about delivering great digital products and servicesAbility to work as a team member, as well as independently and manage multiple task assignmentsComplete complex tasks with minimal supervisionAbility to support project team to prioritize activities and conduct deliverables as plannedAbility to work well in a fast-paced environment under deadlines in a changing environment.Desirable ExperienceKnowledge of one or more cloud platforms (AWS, GCP)Knowledge of at least Linux operating systemHolding any official Cloud certification would be beneficialFamiliarity with SQL and NoSQL databases is a plus but not requiredExperience with continuous integration & deployment tools, ideally AWS DevOps, is a significant plusExperience with IaC tools is a significant plusMicrosoft Office knowledge (Word, PowerPoint, Excel, and Outlook)Our Benefits:At PayPal, we’re committed to building an equitable and inclusive global economy. And we can’t do this without our most important asset—you. That’s why we offer benefits to help you thrive in every stage of life. We champion your financial, physical, and mental health by offering valuable benefits and resources to help you care for the whole you.We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.comWho We Are:To learn more about our culture and community visit https://about.pypl.com/who-we-are/default.aspxPayPal has remained at the forefront of the digital payment revolution for more than 20 years. By leveraging technology to make financial services and commerce more convenient, affordable, and secure, the PayPal platform is empowering more than 400 million consumers and merchants in more than 200 markets to join and thrive in the global economy. For more information, visit paypal.com.PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com.As part of PayPal’s commitment to employees’ health and safety, we have established in-office Covid-19 protocols and requirements, based on expert guidance. Depending on location, this might include a Covid-19 vaccination requirement for any employee whose role requires them to work onsite. Employees may request reasonable accommodation based on a medical condition or religious belief that prevents them from being vaccinated.REQ ID R0105549"
Software Engineer,Reflex,"San Francisco, CA",Entry level,Full-time,"The RoleWe’re looking for a fantastic SF/Bay Area-based senior software engineer comfortable working on a very early product in a quickly changing codebase and role. Our office is in San Francisco and we work in person M-F.This role will involve working on some of our open-source projects and customer-facing applications. You should be comfortable with a high level of ownership over product decisions and the tech stack.ResponsibilitiesHelp optimize and improve our open-source project. Design and implement new features and ensure that Reflex is well-tested and maintained.Collaborate with design, product management, and fellow engineers to build and plan new featuresTake an active role in the Reflex community by seeking feedback, integrating contributions, and fostering positive and collaborative relationships.What We Look ForVery comfortable writing Python.Strong intuition in system design.Passion for open source software and contributing to open source communities.(Nice to have) Strong knowledge of frontend web technologies such as React, JavaScript, HTML, and CSS."
Junior Software Engineer,Patterned Learning Career,"New Orleans, LA",Entry level,Full-time,"This is a remote position.Junior Software Engineer - Remote Job, 1+ Year ExperienceAnnual Income: $63K - $78KA valid work permit is necessary in the USAbout us: Patterned Learning is a platform that aims to help developers code faster and more efficiently. It offers features such as collaborative coding, real-time multiplayer editing, and the ability to build, test, and deploy directly from the browser. The platform also provides tightly integrated code generation, editing, and output capabilities.Are you a passionate mobile developer who wants to create impactful experiences that make a real difference? Do you thrive in a collaborative environment and enjoy tackling complex technical challenges? If so, then this Software Engineer - Mobile Experience Management role at Samsara is the perfect opportunity for you!At Samsara, we're building the connected operations cloud that helps businesses running the physical world – from transportation and logistics to manufacturing and construction – operate more safely, efficiently, and sustainably.The Mobile Experience Management (MEM) team plays a vital role in this mission. Our MEM solution empowers customers to manage their mobile devices seamlessly, optimizing functionality and features for their specific needs.In this critical role, you'll join our talented MEM team and play a key part in developing and maintaining our industry-leading mobile application.Here's what you'll do:Mobile Mastermind: Design, develop, and implement high-quality, scalable, and maintainable mobile features for the Android platform. Full-Stack Superhero: Collaborate with product managers, designers, and infrastructure engineers to architect, build, test, and deliver complete features across front-end, back-end, and mobile domains. Performance Champion: Continuously assess and improve the performance, reliability, and user experience of our mobile applications. To be successful, you'll need:A Bachelor's degree in Computer Science/Engineering or equivalent practical experience. 1+ years of relevant industry experience in software development. 1+ years of experience in native Android development (Kotlin is required). Strong programming and coding fundamentals. Bonus points if you have:Experience with a public cloud platform like AWS. Experience with front-end technologies (e.g., React, Redux, TypeScript). A genuine curiosity about our customers and a passion for improving their daily experience. A love for shipping features that are immediately used by real users. A desire to iterate on new products based on customer feedback. At Samsara, we offer:The chance to make a real-world impact on industries that are crucial to our everyday lives. The opportunity to build for scale, working with cutting-edge technologies that empower millions of connected devices. A culture of continuous learning where you'll be encouraged to grow your skills and tackle new challenges. A commitment to customer-centricity, where you'll have the opportunity to directly influence product development based on user feedback. A collaborative and supportive work environment where you'll be surrounded by passionate and talented teammates. Ready to leverage your mobile development expertise and join a mission-driven company? Apply today!Why Patterned Learning LLC?Patterned Learning can provide intelligent suggestions, automate repetitive tasks, and assist developers in writing code more effectively. This can help reduce coding errors, improve productivity, and accelerate the development process.Pattern recognition is particularly relevant in the context of coding. Neural networks, especially deep learning models, are commonly employed for pattern detection and classification tasks. These models simulate human decision-making and can identify patterns in data, making them well-suited for tasks like code analysis and generation."
100% Remote Software Engineer Generalist,Summit Human Capital,"Herndon, VA",Associate,Full-time,"Required SkillsSummit Human Capital is seeking a highly motivated 100% Remote Software Engineering Generalist to support a fast-growing cyber security start up! This is a customer-facing role, and the ideal candidate will meet the following criteria:Must have 4-5 years of professional experience working with multiple different programming languages like Go, Java, or Python - Go is heavily desired.Experience working in cloud environments such as AWS, Azure, or GCP.Containerization experience with Docker or Kubernetes.Background with .Net Core, Bash, and Linux.Desired SkillsJavaScript / NodeJsExperience building CLI or SDK'sExperience CI/CD pipelines (Github/Gitlab)ResponsibilitiesMaintaining and developing software components for several different clientsInvestigate customer bug reports and assist with fixing defined software issuesParticipate in code, design, and architectural reviewsDocument requirements and design specifications as well as verification plans and test casesAbility and willingness to learn new programming languages per customer requirements."
