job_title,company_name,company_location,seniority_level,employment_type,job_description
Fachperson Betreuung EFZ Kita Roche Solitude 80-100%,familea,"Basel, Basel, Switzerland",Entry level,Full-time,"Du suchst eine erfüllende und vielseitige Tätigkeit mit Zukunftsperspektiven?familea ist ein sozial engagierter Verein mit über 120-jähriger Tradition im Raum Basel. Wir führen über 30 Kitas und eine Tagesstruktur, Kinder- und Jugendheime, das Zentrum Pflegekinder Nordwestschweiz und eine Frauenberatungsstelle. Bei uns stehen Kinder, Familien, Chancengleichheit und Integration im Mittelpunkt.Wir suchen in der familea Kita Roche Solitude per sofort oder nach Vereinbarung eineFachperson Betreuung EFZ 80-100%Hast du Freude daran, Kinder in ihrer Entwicklung zu begleiten und ihnen die Welt zu zeigen?Dann bist du bei uns genau richtig!Das sind deine AufgabenBetreuung und Förderung von altersgemischten Kindergruppen (0- 3 Jahre)Anleitung von Lernenden und SozialpraktikantenKundenorientierte, offene und vertrauensvolle Zusammenarbeit mit den ElternPlanung und Umsetzung eines abwechslungsreichen Tagesablaufs, abgestimmt auf die Individualität des KindesDas Bringst Du MitAbgeschlossene Grundbildung als Fachperson Betreuung Kinder, abgeschlossenes Studium als Sozial- oder Kindheitspädagoge oder ähnliche pädagogische AusbildungBerufs- und Ausbildungserfahrung mit ausgeprägter Selbst-, Fach- und SozialkompetenzFreude, Empathie und Geduld im Umgang mit KindernEngagement, Pflichtbewusstsein, Belastbarkeit und FlexibilitätDu bringst gerne neue Ideen ein und hast Spass an kreativen Aktivitäten wie Singen, Tanzen, Geschichten erzählen…Du bist Kommunikativ und förderst eine konstruktive Zusammenarbeit im Gesamtteam.Verantwortungsbewusstsein und gute organisatorische FähigkeitenDas erwartet dichEin motiviertes und herzliches TeamEin attraktives und kreatives Arbeitsumfeld mit GestaltungsspielraumEigene Weiterentwicklung mit regelmässigen WeiterbildungsmöglichkeitenDie Chance auf vielseitige, anspruchsvolle und ganzheitlich ausgerichtete Tätigkeiten als FachpersonInteressiert?Dann lass uns gemeinsam unvergessliche Kindheitserinnerungen schaffen!Sende deine vollständigen Bewerbungsunterlagen direkt online an uns.Für weitere Fragen steht dir Michèle Güss, Kitaleiterin, Tel. 061 260 84 00 gerne zur Verfügung."
Fachperson Betreuung 60 - 100% (m/w/d),Universal-Job AG,"St Gallen, St Gallen, Switzerland",Entry level,Full-time,"Was ist meine Funktion?Es erwartet dich eine vielseitige Aufgabe im täglichen Kontakt mit hilfsbedürftigen Menschen. Als kompetente Fachperson Betreuung fühlst du dich in der Pflege zu Hause und es bereitet dir Freude, die Bewohnerinnen und Bewohner zu unterstützen und zu betreuen.Was brauche ich, um erfolgreich zu sein?Ausbildung zur Fachfrau/Fachmann Betreuung EFZWas sind meine Vorteile?Bei unserem Kunden kannst du deine Persönlichkeit mit einbringen und werden von den Heimbewohnern geschätzt. Wir bieten die eine vielseitige, selbstständige und verantwortungsvolle Tätigkeit in einem entwicklungs- und zukunftsorientierten Umfeld.Ein kollegiales, eingespieltes Team freut sich auf deine tatkräftige Unterstützung. Die zuständige Personalberaterin freut sich auf Ihre Bewerbung.Was zeichnet das Unternehmen aus?Das Alters- und Pflegeheim zum wohl fühlen und in dem die Bewohnerinnen und Bewohner, wie auch Mitarbeiterinnen und Mitarbeiter, im Mittelpunkt stehen.SprachenDeutsch: C2 - Muttersprachliches Niveau"
Fachperson Betreuung 80 - 100% (m/w/d),Universal-Job AG,"St Gallen, St Gallen, Switzerland",Entry level,Full-time,"Was ist meine Funktion?Du unterstützt und begleitest die Bewohnenden und übernimmst die Verantwortung für die Person zentrierte Begleitungsarbeiten und achtest auf deren Umsetzung der Ziel- und Qualitätsorientierung. Du förderst eine wohnliche Atmosphäre auf den Wohngruppen und in den dezentralen Wohnungen.Was brauche ich, um erfolgreich zu sein?Abgeschlossene anerkannte Ausbildung als Fachfrau/ -mann Betreuung mit einigen Jahren Berufserfahrung und hast Freude an der Arbeit mit unterstützungsbedürftigen Menschen.Hohe Sozialkompetenz und Eigenverantwortung und hast ein schnelles AuffassungsvermögenWas sind meine Vorteile?Du wirst in einem spannenden Umfeld mit zeitgemässen Anstellungsbedingungen tätig sein. Auch profitierst du von diversen interne sowie externe Weiterbildungs- und Entwicklungsmöglichkeiten.Was zeichnet das Unternehmen aus?Unser Kunde ist ein grosses und sehr soziales Unternehmen.SprachenDeutsch: B2 - Sehr Gut"
Full Time Beauty Therapist for a Product Company in Switzerland .,Spa Staff.com,"Basel, Basel, Switzerland",Entry level,Full-time,"You must be permitted to work in this country.Minimum experience required: over 1 year.Salary: Negotiable based skills and experienceLocation: Basel, CHEssential Qualifications: DegreeRequired Skills: Cosmetic Specialist, Product Sales, SalesStart date: ImmediatelyDetailsWe are looking for a BEAUTY ADVISOR for one of our clients, a very important Luxury Cosmetics Brand,...We are looking for a BEAUTY ADVISOR for one of our clients, a very important Luxury Cosmetics Brand, for a position in Douglas in Basel.Responsibilities Of The Beauty AdvisorBe Ambassador of the Brand, its values and visionfocus on customer needs, understanding through active listeningproviding competent and professional advice to the customers at the storefocus on the guidelines of visual merchandising of the Brandthrough storytelling, communication the brand history, expertise and innovationexplanation and demonstration of the products and application methods through the brand’s art of service and art of beauty ritualspampering clients through unique and luxurious short treatmentsbuilding a loyal customer base and maintaining customer relationshipsworking on crm to collect and maintain customers datamonitoring of target achievement and close exchange with the retail managerRequirements Of The Beauty AdvisorPassion for retail and luxurySeveral years of experience in dealing with and advising discerning customers in the luxury industryProfessional experience in selling high-end products or services and building and maintaining the corresponding customer relationshipsStrong orientation towards the achievement of targets, both quantitative and qualitativeExperience with a customer loyalty programProfessional, team-oriented and motivated personalityExperienced in the use of MS OfficeWell-mannered expression in very good German and EnglishIf you think to be the right person for this job opportunity, please send us your CV!"
Solothurn: FABE Kinderbereich 60%-100% gesucht (H/F) (M / F),Impirio AG,"Rüttenen, Solothurn, Switzerland",Entry level,Full-time,"Wir suchen für eine Institution in Solothurn eine Fachperson Betreuung 60%-100% für die Betreuung von Kindern mit schweren mehrfachen Beeinträchtigungen.Ihr Aufgabenbereich:Planung, Durchführung und Auswertung von Pflege- und Betreuungsmassnahmen und Führen der BewohnerdokumentationAktive Mitgestaltung einer sinnvollen Tagesstruktur und FreizeitgestaltungGewährleistung einer adäquaten und professionellen Grund- und BehandlungspflegeBezugspersonenarbeit und Zusammenarbeit mit Angehörigen und gesetzlichen VertreternGgf. weitere Zusatzaufgaben wie Mitarbeit bei übergreifenden medizinischen Aufgaben, Bestellwesen, Kassenführung etc. AnforderungsprofilAbgeschlossene Ausbildung als Fachperson Gesundheit oder gleichwertige Ausbildung Hohe Sozialkompetenz und physische und psychische Belastbarkeit Erfahrung und Freude in der Betreuung von Menschen mit Beeinträchtigungen Einfühlungsvermögen, Geduld und eine ausgeprägte Beobachtungsgabe Fähigkeit zur verbalen und nonverbalen Kommunikation Gute PC-Anwenderkenntnisse Gute mündliche und schriftliche DeutschkenntnisseWeitere InformationenBerufserfahrung : 0-1 JahrFahrzeug : Nein"
Kita Wombat: Pädagogische Fachperson FaBe K 80-100%,join.com,"Bern, Berne, Switzerland",Entry level,Full-time,"Kita Wombat sucht eine/n Pädagogische Fachperson FaBe K 80-100%Die Kita Wombat führt 2 Standorte in Bern mit altersgemischten Kindergruppen.Am Standort Zieglerstrasse bieten wir in einem jungen, aufgstellten Team eine Stelle als MiterzieherIn oder Gruppenleitung.AufgabenDeine Aufgaben:Betreuung und Begleitung der KindergruppePlanung und Durchführung von AktivitätenMitverantwortung für die organisatorische Umsetzung des AlltagesKonstruktive Zusammenarbeit im Team & Gruppe übergreifend (2 Gruppen im Haus)Mithilfe beim Organisieren und Planen von Projekten, so wie DurchführenQualifikationDein Profil:Abgeschlossene Ausbildung als FaBeKMotivierte und herzliche PersönlichkeitDu bist teamorientiert und emphatischDer Umgang mit Eltern und Erziehungsberechtigen gefällt dirBenefitsWir bieten dir:Ein aufgestelltes, motiviertes und gut eingespieltes TeamViel Freiraum bei der Projektabeit / Waldpädagogik & intergenerativen AktivitätenEine familiäre AtmosphäreEhemalige Ärzte-Villa mit grossem Garten und verschiedenen Spielplätzen in der NäheFaire Entlöhnung, 40-Stunden-Woche und trotzdem 5 Wochen Ferien pro JahrVergünstigung der Mahlzeiten GeschenkgutscheineWir freuen uns sehr dich kennenzulernen"
Sozialarbeiterin / Sozialarbeiter Home Treatment KJP,Psychiatrische Dienste Aargau AG (PDAG),"Windisch, Aargau, Switzerland",Entry level,Part-time,"AufgabenSelbstständiger Aufbau und Etablierung der neu geschaffenen Stelle im Home Treatment KJP von Grund aufSie arbeiten aufsuchend im interdisziplinären Team in der Beratung von psychisch kranken Kindern, Jugendlichen und deren Familien im Auftrag der fallführenden Therapeutinnen und TherapeutenVertretung der sozialarbeiterischen Expertise im multiprofessionellen BehandlungsteamSie vertreten in deren Abwesenheit die klinikinternen Kolleginnen des Bereichs SozialarbeitZusammenarbeit mit Behörden, Ämtern und Institutionen und Aufbau eines entsprechenden NetzwerkesEigenverantwortliche Koordination von Hilfeleistungen in der Zusammenarbeit mit Institutionen, Behörden, Mandatsträgern und Angehörigen mit dem Ziel der Begrenzung nachteiliger Folgen einer psychischen ErkrankungSuche nach geeigneten Anschlusslösungen sowie Austrittsplanung in Zusammenarbeit mit den Patienten und weiteren PersonenEinleiten von Unterstützungs- und/oder Schutzmassnahmen in KinderschutzfällenProfilSie verfügen mindestens über einen Bachelor of Arts einer Fachhochschule für Soziale Arbeit oder eine gleichwertige Ausbildung. Eine Weiterbildung im Bereich Kinder- und Jugendpsychiatrie, Kindesschutz, Mandatsführung oder systemischer Beratung ist erwünschtSie sind innovativ, flexibel und hochmotiviert, einen neuen Bereich und ein entsprechendes Netzwerk von Grund auf selbstständig auf- und auszubauenSie bringen mehrjährige Berufserfahrung in einem gleichen oder vergleichbaren Umfeld mit und haben klinische Erfahrung im Bereich Kinder und Jugendliche. Idealerweise kennen Sie zusätzlich die Angebote für Kinder- und Jugendliche im Kanton AargauSie haben Interesse an einem zukunftsgerichteten Behandlungsangebot, sind menschlich aufgeschlossen, begegnen Herausforderungen lösungsorientiert und haben Freude an vernetztem Arbeiten im TeamSie sind belastbar, haben eine gute Arbeitsorganisation, ein Gespür für Kinder und Jugendliche sowie für die Ihnen anvertrauten FamilienSie verfügen über den Fahrausweis Kategorie B und sind bereit mit einem Dienstfahrzeug Familien im Kanton Aargau aktiv aufzusuchenSie sprechen und schreiben Deutsch mindestens auf C1 Niveau und verfügen über sehr gute kommunikative FähigkeitenSicherer Umgang mit den gängigen Office-AnwendungenBenefitsRaum für EigeninitiativeWir bieten unseren Mitarbeitenden möglichst grosse Freiräume, damit sie ihre Aufgaben selbstständig, eigeninitiativ und verantwortungsbewusst durchführen können.Team und KollegialitätBei den PDAG pflegen wir eine Kultur des Miteinanders: Wir gehen respektvoll und kollegial miteinander um und leben in den Teams einen grossen sozialen Austausch.FlexibilitätJahresarbeitszeit, Teilzeitpensen, unbezahlter Urlaub oder Kauf von Ferientagen – die PDAG nehmen Rücksicht auf die Wünsche und individuelle Lebenssituation ihrer Mitarbeitenden.Attraktives ArbeitsumfeldEine wunderschöne Parkanlage und ein Personalrestaurant auf dem Areal Königsfelden, modernste Gebäude und Arbeitsmittel sowie gratis Wasser, Kaffee und Tee für alle MitarbeitendenWeiterbildung und EntwicklungWir bieten komplette Weiterbildungsgänge und Rotationen in allen Fachbereichen an."
"Fachperson Gesundheit oder Betreuung EFZ (m,w,d) - Temporärer Einsatz!",Adecco Medical & Clinical Experts,"Lucerne, Lucerne, Switzerland",Entry level,Full-time,"!Temporärer Einsatz von Juli bis Oktober 2024!Für unseren Kunden in der Region Luzern suchen wir ab Juli temporäre Unterstützung in einem 40-100% Pensum auf einer Abteilung mit 30 Betten. Die Option auf eine Verlängerung ist nach Absprache möglich.Fachperson Gesundheit oder Betreuung EFZ (m,w,d) - Temporärer Einsatz!Ihre HerausforderungPflege und Betreuung von Bewohner/-innenUnterstützung des diplomierten PflegefachpersonalsUmsetzen von zeitgemässen Pflege- und BetreuungskonzeptenMithilfe in der Betreuung von Lernenden und Praktikanten/-innenDiverse administrative und organisatorische AufgabenIhre KompetenzAbgeschlossene Ausbildung als FAGE oder FABEMehrjährige Berufserfahrung in der PflegeGute körperliche VerfassungMotiviert, flexibel und belastbarSie schätzen die Arbeit im TeamGute mündliche und schriftliche DeutschkenntnisseIhre PerspektivenSamstag und SonntagszulageFitnessraumgute Erreichbarkeit in der Region LuzernFaire DienstplanungProfessionelle Betreuung durch AdeccoIhr KontaktFrau Juliana Künzle, Consultant, beantwortet Ihre Fragen gerne unter der Nummer +41 58 233 4480.Bitte bewerben Sie sich direkt online.Beziehen Sie sich dabei bitte auf die Referenznummer 053-JUKU-141584-90-DE."
Sozialarbeiterin / Sozialarbeiter PTK (w/m/d),Universitäre Psychiatrische Dienste Bern (UPD) AG,"Bern, Berne, Switzerland",Associate,Part-time,"Als Psychiatrisches Universitätsspital bietet die UPD Bern AG in der Hauptstadtregion eine umfassende psychiatrische Versorgung. Von der Früherkennung über die ambulante und stationäre Behandlung bis hin zur Rehabilitation – wir decken die gesamte Versorgungskette ab. Unsere Universitätskliniken sind nicht nur für die psychiatrische Spezialversorgung verantwortlich, sondern leisten auch einen wesentlichen Beitrag zur universitären Forschung, Lehre und zur Ausbildung aller Berufsgruppen. Der Sozialdienst des Zentrums Klinische Sozialarbeit und Vernetzung (ZKSV) der Universitätsklinik für Psychiatrie und Psychotherapie, bestehend aus rund 30 engagierten Mitarbeitenden unterstützt Patient*innen bei der Bewältigung sozialer Probleme durch professionelle Hilfe.In der Psychotherapie Tagesklinik (PTK) richten wir unser Angebot an Menschen in schwierigen Lebenssituationen, die keine stationäre Behandlung benötigen, für die aber eine ambulante Therapie nicht ausreicht. Hier behandeln wir 18 bis 20 Patient*innen mit Depressionen, Angst- und Zwangsstörungen, posttraumatischen Belastungsstörungen oder Persönlichkeitsstörungen. Sozialarbeiterin / Sozialarbeiter PTK (w/m/d) Deine Aufgaben Du erstellst detaillierte Sozialanamnesen und verschaffst dir ein umfassendes Bild der Lebenssituation unserer Patient*innen Du berätst Patient*innen, deren Angehörigen sowie weitere Bezugspersonen in familiären, finanziellen, beruflichen und rechtlichen Angelegenheiten Du vermittelst adäquate Anschlusslösungen und vernetzt dich u.a. mit externen Institutionen, Behörden und Hilfsstellen Du arbeitest eng mit dem multiprofessionellen Behandlungsteam, mit externen Institutionen und gegebenenfalls dem familiären Umfeld der Patient*innen zusammen Du bist verantwortlich für die Leitung einer Patient*innengruppe der PTK (Psychotherapie Tagesklinik) Mit 10 Stellenprozenten übernimmst du gemeinsam mit einer weiteren Sozialarbeiterin Aufgaben in Zusammenhang mit Kindeswohl/Kindesschutz und nimmst dabei eine beratende Funktion ein. In diesem Zusammenhang erstellst du Assessments zur Einschätzung von Gefährdungssituationen, entwickelst Arbeitsinstrumente, Wegleitungen und Prozesse zum Thema weiter und stellst die Vernetzung im Bereich Kindesschutz im Kanton Bern und in der UPD sicherDein Profil Du verfügst über ein Diplom FH (BSc oder MSc) mit dem Studiengang Soziale Arbeit und bringst mehrere Jahre Praxiserfahrung mit, idealerweise im Bereich Klinische Sozialarbeit und Kindesschutz Du bist eine engagierte, zuverlässige, qualitätsorientierte und kommunikationsstarke Persönlichkeit, welche selbständig, lösungsorientiert, strukturiert und vernetzt arbeitet Du schätzt eine enge multiprofessionelle Zusammenarbeit und bist flexibel sowie belastbar Du verfügst über ausgewiesene Fach-, Methoden- und Sozialkompetenzen sowie eine ausgeprägte Teamfähigkeit Du hast gute Kenntnisse in Sozialversicherungen und kennst die relevanten psychosozialen Angebote im Raum Bern Du hast Interesse an Diagnostik und therapeutischen Prozessen Du schätzt es, dich fachlich stetig weiterzuentwickeln und deine Kompetenzen in deinem Aufgabenbereich und ins ZKSV einzubringenÜber unsAls das Kompetenzzentrum für Psychiatrie und Psychotherapie in der Hauptstadtregion bietet die UPD die gesamte psychiatrische Versorgungskette von der Früherkennung über die ambulante, tagesstationäre und stationäre Behandlung bis hin zur Rehabilitation an. Als Universitätsspital leistet die UPD einen wesentlichen Beitrag zur Spezialversorgung sowie zur Bildung, Lehre und Forschung. Dein künftiger ArbeitsortUniversitäre psychiatrische Dienste Bern, Bolligenstrasse 111, 3000 Bern 60 Deine AnsprechpartnerinNicole Portner, HR SachbearbeiterinMail: bewerbungen@upd.chT: +41 58 630 96 71"
Dipl. Sozialarbeiter:in,Insel Gruppe,"Riggisberg, Berne, Switzerland",Not Applicable,Part-time,"Die Insel Gruppe bildet mit dem Inselspital, Universitätsspital Bern, den Spitälern Riggisberg, Aarberg, Belp und dem Berner Reha Zentrum Heiligenschwendi das grösste medizinische Vollversorgungssystem der Schweiz; von der Spitzenmedizin bis zur Grundversorgung. Über 11 000 Mitarbeitende aus 102 Nationen sorgen dafür, dass unsere Patient:innen gemäss den neuesten Entwicklungen, Methoden und Möglichkeiten der Medizin behandelt werden.Die Sozialberatung berät und begleitet in enger Zusammenarbeit mit den interdisziplinären Behandlungsteams Patient:innen sowie deren Angehörige während dem stationären Aufenthalt.Dipl. Sozialarbeiter:inDas erwartet SieBeratung der stationären Patient:innen zu psychosozialen, sozialversicherungsrechtlichen und materiellen FragestellungenErarbeitung von Lösungen im Zusammenhang mit dem Spitalaustritt und der NachbehandlungOrganisation von Anschlusslösungen in nachbehandelnde InstitutionenVernetzung mit internen und externen Partnern, Behörden und weiteren FachstellenMitarbeit in interprofessionellen Behandlungsteam in verschiedenen Spitälern der Insel GruppeÜbernahme von Stellvertretungsaufgaben innerhalb des TeamsDas bringen Sie mitEinige Jahre Berufserfahrung (vorzugsweise im Gesundheitswesen, Spital oder Sozialhilfe)Grundkenntnisse des schweizerischen Sozialversicherungswesens und der sozialen Angebote im Kanton BernGute Sprachkenntnisse in Französisch (weitere Fremdsprachenkenntnisse erwünscht)Fähigkeit im dynamischen Spitalalltag den Überblick zu behaltenFührerschein Kategorie B und eigenes Fahrzeug von Vorteil Unser AngebotTop Aus- und WeiterbildungUniversitäre Kliniken und Institute sind Ausbildungsbetriebe Klassifikation ""A""Förderung individueller Laufbahn- und KarrierewegeKompetente EinarbeitungweiterbildungVergünstigungen & RabatteWir bieten viele Vergünstigungen u.a. in der Spitalpharmazie, im Personalrestaurant, bei Sportangeboten, Konzerttickets, Handy-Abos. Flottenrabatte, Prozent in Berner Geschäften etc.verguenstigungEigene KindertagesstättenInsgesamt 120 Betreuungsplätze für rund 200 Kinder, ab vier Monaten bis sechs JahrenKindergartenplätze in BernkinderstaetteDie Insel Gruppe bildet mit dem Inselspital, Universitätsspital Bern, den Spitälern Riggisberg, Aarberg, Belp und dem Berner Reha Zentrum Heiligenschwendi das grösste medizinische Vollversorgungssystem der Schweiz; von der Spitzenmedizin bis zur Grundversorgung. Über 11 000 Mitarbeitende aus 102 Nationen sorgen dafür, dass unsere Patient:innen gemäss den neuesten Entwicklungen, Methoden und Möglichkeiten der Medizin behandelt werden.Einige Jahre Berufserfahrung (vorzugsweise im Gesundheitswesen, Spital oder Sozialhilfe)Grundkenntnisse des schweizerischen Sozialversicherungswesens und der sozialen Angebote im Kanton BernGute Sprachkenntnisse in Französisch (weitere Fremdsprachenkenntnisse erwünscht)Fähigkeit im dynamischen Spitalalltag den Überblick zu behaltenFührerschein Kategorie B und eigenes Fahrzeug von Vorteil Einige Jahre Berufserfahrung (vorzugsweise im Gesundheitswesen, Spital oder Sozialhilfe)Grundkenntnisse des schweizerischen Sozialversicherungswesens und der sozialen Angebote im Kanton BernGute Sprachkenntnisse in Französisch (weitere Fremdsprachenkenntnisse erwünscht)Fähigkeit im dynamischen Spitalalltag den Überblick zu behaltenFührerschein Kategorie B und eigenes Fahrzeug von Vorteil Beratung der stationären Patient:innen zu psychosozialen, sozialversicherungsrechtlichen und materiellen FragestellungenErarbeitung von Lösungen im Zusammenhang mit dem Spitalaustritt und der NachbehandlungOrganisation von Anschlusslösungen in nachbehandelnde InstitutionenVernetzung mit internen und externen Partnern, Behörden und weiteren FachstellenMitarbeit in interprofessionellen Behandlungsteam in verschiedenen Spitälern der Insel GruppeÜbernahme von Stellvertretungsaufgaben innerhalb des Teams"
Dipl. Sozialarbeiter:in,RecruitPlus GmbH,"Bern, Berne, Switzerland",Entry level,Full-time,"Sozialberater/in im Gesundheitswesen gesuchtAufgaben: Beratung von Patient:innen zu psychosozialen, sozialversicherungsrechtlichen und materiellen Fragen waehrend ihres stationaeren Aufenthalts Entwicklung von Loesungen fuer Spitalaustritt und Nachbehandlung Koordination von Anschlussloesungen in nachbehandelnden EinrichtungenAnforderungen: Mehrjaehrige Berufserfahrung, idealerweise im Gesundheitswesen oder Sozialbereich Grundkenntnisse des schweizerischen Sozialversicherungssystems und der sozialen Angebote im Kanton Bern Franzoesischkenntnisse erforderlich, weitere Fremdsprachen von Vorteil Faehigkeit, im dynamischen Umfeld eines Krankenhauses den ueberblick zu behalten Fuehrerschein Klasse B und eigenes Fahrzeug von VorteilAngebot: Vielseitige und spannende Taetigkeit in einem engagierten Team Bueroarbeitszeiten Exzellente Verpflegung zu verguenstigten Preisen in den PersonalrestaurantsFuer weitere Informationen kontaktieren Sie bitte RecruitPlus GmbH per E-Mail: Recruiting@recruitplus.ch oder Tel: 032 621 00 80."
Spa Therapist (w/m/d) Thai Massage,Kempinski Hotels,"St Moritz, Graubünden, Switzerland",Entry level,Full-time,"Department: Spa & RecreationEmployment Type: Seasonal - Full TimeLocation: Switzerland - St. MoritzDescriptionMessen Sie sich am Liebsten an hohen Ansprüchen? Sind Sie erst dann zufrieden, wenn es auch Ihre Gäste sind? Sind Sie hochmotiviert und schätzen Sie die Kompetenz eines eingespielten Teams?Zur Verstärkung unseres innovativen Spa Teams suchen wir ab der Wintersaison 2024/2025 eine motivierte und dynamische Persönlichkeit.Ihre HauptaufgabenBeratung der internationalen GästeReinigung der Treatment Räume und des Spa BereichesAnwendung verschiedener MassagetechnikenAnwendung verschiedener KosmetiktreatmentsVerkauf der unterschiedlichen ProdukteKoordination der Spa TermineUnterstützung der Spa RezeptionGewünschte Fähigkeiten und QualifikationenEine abgeschlossene Ausbildung als MasseurIn sowie über mindestens 3 Jahre Berufserfahrung in vergleichbarer Position in der LuxushotellerieZertifizierte Kenntnisse von Thai Massage Technische Kenntnisse von Hot Stone & Lymphdrainagen erwünschtZertifizierte Kenntnisse von Deep Tissue, sowie Reflexzonen und Aromatherapie erwünschtSchwangerschafts Massage Zertifikation erwünschtKenntnisse von kosmetischen BehandlungenGrosses Interesse an teamorientierter ArbeitBelastbarkeit, Fachkompetenz, Ordentlichkeit, sowie sehr hohes QualitätsbewusstseinStrukturierte und organisierte ArbeitsweiseGute Deutsch- und Englischkenntnisse, jede weitere Sprache von VorteilAuf Sie wartenLeben und arbeiten in mitten der Engadiner AlpenVielfältige GestaltungsmöglichkeitenAngenehmes Arbeitsklima in einem jungen und dynamischen TeamInternationale Karriereaussichten und EntwicklungschancenHerausragende Mitarbeiter-Benefits in u.a. allen Kempinski HotelsPersonalunterkunft in unmittelbarer Hotelnähe inkl. Waschmöglichkeiten, Fitness- & Gemeinschaftsraum, -küche und ein reichhaltiges Speisenangebot in unserem MitarbeiterrestaurantGratis Nutzung der hausinternen Kita zur Betreuung von Mitarbeiterkindern Monatliche Mitarbeiteraktivitäten wie Ski- Snowboard- und Langlaufkurse, Wanderausflüge sowie Spa-Abende und DeutschkurseInternes „Feel Good Commitee“ zur Mitgestaltung bei allen Welfare-Themen"
Full Time Beauty Therapist for a Product Company in Switzerland .,Spa Staff.com,"Zurich, Zurich, Switzerland",Entry level,Full-time,"Minimum experience required: over 5 years.Salary: Negotiable based skills and experienceLocation: ZurichEssential Qualifications: CIDESCO, CIBTAC, ITECRequired Skills: Aesthetics, SalesStart date: ImmediatelyDetailsBEAUTY THERAPIST for Luxury Cosmetics Brand in Zurich We are looking for a BEAUTY THERAPIST for one...BEAUTY THERAPIST for Luxury Cosmetics Brand in ZurichWe are looking for a BEAUTY THERAPIST for one of our clients, a very important Luxury Cosmetics Brand, for a position in the Flagship Store, in Zurich.Responsibilities Of The Beauty AdvisorBe Ambassador of the Brand, its values and visionfocus on customer needs, understanding through active listeningensure that the Facial Experience is perfectly executed to ensure that the Vision and Mission of the brand is delivered to the highest professional standardproviding competent and professional advice to the customers at the storefocus on the guidelines of visual merchandising of the Brandthrough storytelling, communication the brand history, expertise and innovationexplanation and demonstration of the products and application methods through the brand’s art of service and art of beauty ritualspampering clients through unique and luxurious short treatmentsbuilding a loyal customer base and maintaining customer relationshipsworking on crm to collect and maintain customers datamonitoring of target achievement and close exchange with the retail managerRequirements Of The Beauty AdvisorPassion for retail and luxuryA minimum of 5 years of experience in similar role, delivering facial treatmentsPreferred qualifications as beauty Therapist - CIDESCO, CIBTAC, ITEC etc.Several years of experience in dealing with and advising discerning customers in the luxury industryProfessional experience in selling high-end products or services and building and maintaining the corresponding customer relationshipsStrong orientation towards the achievement of targets, both quantitative and qualitativeExperience with a customer loyalty programProfessional, team-oriented and motivated personalityExperienced in the use of MS OfficeWell-mannered expression in very good German and EnglishIf you think to be the right person for this job opportunity, please send us your CV!Apply online"
Sernya Lötscher Stiftung: FaBe EFZ oder Praktikantin,join.com,"Uznach, St Gallen, Switzerland",Entry level,Full-time,"Sernya Lötscher Stiftung sucht eine/n FaBe EFZ oder PraktikantinSernya Lötscher Stiftung: Therapeutische Wohn- und Arbeitsgemeinschaft Kreatief, 8730 UznachWir sind eine zentral gelegene Institution für erwachsene Menschen mit einer psychischen Beeinträchtigung und betreuen und fördern sie im Wohn- und Arbeitsbereich.Wir suchen für die Mitarbeit in unserem 24-Std-Wohnbetrieb, per sofort oder nach Vereinbarung einen/eineAufgabenWir suchen für die Mitarbeit in unserem 24-Std-Wohnbetrieb, per sofort oder nach Vereinbarung einen/eine Fachperson Betreung oder eine PraktikantIn.Als12-monatiges Praktikum lernen Sie auf den Beruf der Fachperson Betreuung oder Arbeitsagogin kennen oder es kann als Vorpraktikum für ein Studium in Soziale Arbeit dienen. Nach dem Praktikum bieten wir nach Eignung eine Lehr- bzw. Studienplatz an.QualifikationWir bevorzugen Bewerber/innen mit Erfahrung im Umgang mit psychisch beeinträchtigten Menschen. Sie sind es gewohnt, selbständig und zuverlässig zu arbeiten, sind zudem teamfähig und belastbar. Idealerweise sind Sie im Besitz eines Führerausweises.Wir wünschen uns eine ambitionierte Persönlichkeit, die nebst sozialer Kompetenz auch praktische Fähigkeiten mitbringt.BenefitsWir bieten Ihnen eine sehr abwechslungsreiche und interessante Praktikumsstelle in einem entwicklungsorientierten, überschaubaren und lebendigen Betrieb, in dem Sie sich aktiv einbringen können. Unsere Klienten erwarten von Ihnen Sozial- und Fachkompetenz sowie Freude am Beruf.Haben wir Ihr Interesse gewckt, dann freuen wir uns über Ihre Bewerbung."
